-0.9829708445781025 	 0.5013 	 0.126 	 -1.634 	 -1.508
-0.9831411361323215 	 0.5013 	 0.547 	 -3.367 	 -2.82
-0.9833097247709982 	 0.5013 	 0.379 	 2.408 	 2.788
-0.9834766275232882 	 0.5013 	 0.364 	 -2.379 	 -2.015
-0.9836418612480553 	 0.5013 	 0.081 	 0.112 	 0.193
-0.9838054426355748 	 0.5013 	 0.062 	 0.382 	 0.444
-0.983967388209219 	 0.5013 	 0.419 	 -1.284 	 -0.865
-0.9841277143271269 	 0.5013 	 0.061 	 -1.283 	 -1.222
-0.9842864371838556 	 0.5013 	 0.037 	 -0.365 	 -0.328
-0.984443572812017 	 0.5013 	 2.407 	 11.065 	 13.473
-0.9845991370838968 	 0.5013 	 0.466 	 -2.724 	 -2.259
-0.9847531457130578 	 0.5013 	 0.226 	 -3.522 	 -3.296
-0.9849056142559273 	 0.5013 	 0.606 	 -3.739 	 -3.133
-0.985056558113368 	 0.5013 	 0.638 	 -3.548 	 -2.91
-0.9852059925322343 	 0.5013 	 0.593 	 -2.14 	 -1.547
-0.985353932606912 	 0.5013 	 0.563 	 -0.969 	 -0.407
-0.9855003932808428 	 0.5013 	 0.994 	 10.811 	 11.805
-0.9856453893480344 	 0.5013 	 0.574 	 -2.579 	 -2.005
-0.985788935454554 	 0.5013 	 0.623 	 -3.486 	 -2.863
-0.9859310461000085 	 0.5013 	 0.625 	 -3.76 	 -3.135
-0.9860717356390084 	 0.5013 	 0.6 	 -3.468 	 -2.868
-0.9862110182826184 	 0.5013 	 0.628 	 -3.206 	 -2.578
-0.9863489080997921 	 0.5013 	 0.582 	 -2.821 	 -2.239
-0.9864854190187943 	 0.5013 	 0.606 	 -0.3 	 0.306
-0.9866205648286064 	 0.5013 	 0.617 	 0.269 	 0.886
-0.9867543591803203 	 0.5013 	 0.627 	 1.431 	 2.058
-0.9868868155885171 	 0.5013 	 0.575 	 -2.877 	 -2.301
-0.9870179474326319 	 0.5013 	 0.579 	 -2.938 	 -2.359
-0.9871477679583056 	 0.5013 	 0.586 	 -1.152 	 -0.565
-0.9872762902787225 	 0.5013 	 0.546 	 -2.483 	 -1.937
-0.9874035273759353 	 0.5013 	 0.539 	 -1.026 	 -0.486
-0.9875294921021759 	 0.5013 	 0.534 	 -1.594 	 -1.059
-0.9876541971811541 	 0.5013 	 0.591 	 2.284 	 2.874
-0.9877776552093426 	 0.5013 	 0.597 	 1.73 	 2.327
-0.9878998786572492 	 0.5013 	 0.571 	 -2.866 	 -2.295
-0.9880208798706767 	 0.5013 	 0.582 	 -3.717 	 -3.135
-0.9881406710719699 	 0.5013 	 0.522 	 -4.204 	 -3.681
-0.9882592643612502 	 0.5013 	 0.609 	 -3.271 	 -2.662
-0.9883766717176378 	 0.5013 	 0.483 	 3.001 	 3.484
-0.9884929050004614 	 0.5013 	 0.396 	 -0.066 	 0.33
-0.9886079759504568 	 0.5013 	 0.884 	 6.461 	 7.345
-0.9887218961909522 	 0.5013 	 0.586 	 -3.331 	 -2.745
-0.9888346772290426 	 0.5013 	 0.555 	 -4.634 	 -4.079
-0.9889463304567522 	 0.5013 	 0.598 	 -3.861 	 -3.263
-0.9890568671521847 	 0.5013 	 0.656 	 -3.981 	 -3.325
-0.9891662984806628 	 0.5013 	 0.58 	 -0.735 	 -0.155
-0.9892746354958563 	 0.5013 	 0.568 	 -2.088 	 -1.52
-0.9893818891408976 	 0.5013 	 0.545 	 -2.217 	 -1.672
-0.9894880702494887 	 0.5013 	 0.565 	 -1.545 	 -0.98
-0.9895931895469938 	 0.5013 	 0.794 	 7.16 	 7.953
-0.9896972576515238 	 0.5013 	 0.555 	 -1.642 	 -1.088
-0.9898002850750086 	 0.5013 	 0.636 	 1.285 	 1.921
-0.9899022822242586 	 0.5013 	 0.679 	 -4.323 	 -3.644
-0.990003259402016 	 0.5013 	 0.751 	 -4.706 	 -3.956
-0.9901032268079958 	 0.5013 	 0.629 	 -2.726 	 -2.097
-0.9902021945399159 	 0.5013 	 0.551 	 -2.398 	 -1.847
-0.9903001725945167 	 0.5013 	 0.544 	 -2.114 	 -1.57
-0.9903971708685716 	 0.5013 	 0.55 	 0.005 	 0.555
-0.9904931991598859 	 0.5013 	 0.509 	 -0.355 	 0.154
-0.990588267168287 	 0.5013 	 0.455 	 -0.475 	 -0.019
-0.9906823844966041 	 0.5013 	 0.554 	 1.605 	 2.159
-0.9907755606516381 	 0.5013 	 0.628 	 0.978 	 1.607
-0.9908678050451217 	 0.5013 	 0.403 	 -2.325 	 -1.921
-0.9909591269946705 	 0.5013 	 0.486 	 -2.945 	 -2.458
-0.9910495357247238 	 0.5013 	 0.264 	 -2.685 	 -2.421
-0.9911390403674766 	 0.5013 	 0.549 	 3.862 	 4.411
-0.9912276499638019 	 0.5013 	 0.919 	 1.5 	 2.419
-0.9913153734641639 	 0.5013 	 0.412 	 -3.645 	 -3.233
-0.9914022197295222 	 0.5013 	 0.227 	 -1.57 	 -1.343
-0.9914881975322271 	 0.5013 	 0.317 	 -1.11 	 -0.793
-0.9915733155569048 	 0.5013 	 0.233 	 -0.162 	 0.071
-0.9916575824013357 	 0.5013 	 0.594 	 11.13 	 11.724
-0.9917410065773223 	 0.5013 	 0.463 	 1.186 	 1.649
-0.9918235965115492 	 0.5013 	 0.315 	 -2.86 	 -2.545
-0.9919053605464336 	 0.5013 	 0.643 	 -1.782 	 -1.139
-0.9919863069409693 	 0.5013 	 0.603 	 -3.796 	 -3.193
-0.9920664438715596 	 0.5013 	 0.103 	 0.312 	 0.415
-0.992145779432844 	 0.5013 	 0.538 	 -0.917 	 -0.38
-0.9922243216385156 	 0.5013 	 0.141 	 -1.217 	 -1.076
-0.9923020784221305 	 0.5013 	 0.152 	 0.801 	 0.952
-0.9923790576379091 	 0.5014 	 0.329 	 4.036 	 4.364
-0.99245526706153 	 0.5014 	 0.553 	 -2.495 	 -1.942
-0.9925307143909147 	 0.5014 	 0.014 	 -0.5 	 -0.486
-0.9926054072470055 	 0.5014 	 0.229 	 0.975 	 1.204
-0.9926793531745355 	 0.5014 	 0.176 	 -1.075 	 -0.899
-0.9927525596427901 	 0.5014 	 0.734 	 10.117 	 10.851
-0.9928250340463621 	 0.5014 	 0.107 	 -1.61 	 -1.503
-0.9928967837058985 	 0.5014 	 0.278 	 -0.752 	 -0.474
-0.9929678158688395 	 0.5014 	 0.655 	 -3.306 	 -2.652
-0.9930381377101511 	 0.5014 	 0.449 	 -3.167 	 -2.718
-0.9931077563330496 	 0.5014 	 0.384 	 -2.241 	 -1.857
-0.993176678769719 	 0.5014 	 0.487 	 -3.257 	 -2.77
-0.9932449119820218 	 0.5014 	 0.649 	 0.827 	 1.476
-0.9933124628622015 	 0.5014 	 0.415 	 -1.625 	 -1.21
-0.9933793382335795 	 0.5014 	 0.346 	 -1.585 	 -1.239
-0.9934455448512437 	 0.5014 	 0.463 	 -0.859 	 -0.396
-0.9935110894027313 	 0.5014 	 0.227 	 -1.766 	 -1.538
-0.9935759785087039 	 0.5014 	 0.482 	 -0.051 	 0.431
-0.9936402187236169 	 0.5014 	 0.362 	 3.283 	 3.645
-0.9937038165363807 	 0.5014 	 0.103 	 -0.847 	 -0.744
-0.9937667783710169 	 0.5014 	 0.105 	 -1.676 	 -1.571
-0.9938291105873067 	 0.5014 	 0.532 	 -1.588 	 -1.056
-0.9938908194814337 	 0.5014 	 0.07 	 -1.636 	 -1.567
-0.9939519112866193 	 0.5014 	 0.556 	 -0.294 	 0.262
-0.9940123921737531 	 0.5014 	 0.781 	 12.911 	 13.692
-0.9940722682520157 	 0.5014 	 0.131 	 -1.096 	 -0.965
-0.9941315455694955 	 0.5014 	 0.478 	 -3.487 	 -3.009
-0.9941902301138005 	 0.5014 	 0.471 	 -0.087 	 0.385
-0.9942483278126625 	 0.5014 	 0.326 	 -2.098 	 -1.772
-0.9943058445345359 	 0.5014 	 0.443 	 -2.886 	 -2.443
-0.9943627860891905 	 0.5014 	 0.461 	 -2.642 	 -2.181
-0.9944191582282986 	 0.5014 	 0.532 	 -1.459 	 -0.927
-0.9944749666460156 	 0.5014 	 0.216 	 -2.019 	 -1.803
-0.9945302169795555 	 0.5014 	 0.184 	 -0.54 	 -0.356
-0.9945849148097599 	 0.5014 	 0.082 	 0.599 	 0.681
-0.9946390656616623 	 0.5014 	 0.183 	 -1.715 	 -1.532
-0.9946926750050457 	 0.5014 	 0.509 	 -2.922 	 -2.413
-0.9947457482549952 	 0.5014 	 0.702 	 8.998 	 9.699
-0.9947982907724452 	 0.5014 	 0.088 	 0.184 	 0.272
-0.9948503078647207 	 0.5014 	 0.881 	 1.929 	 2.81
-0.9949018047860735 	 0.5014 	 0.139 	 -0.04 	 0.099
-0.9949527867382127 	 0.5014 	 0.12 	 -1.198 	 -1.078
-0.9950032588708306 	 0.5014 	 0.384 	 -3.205 	 -2.821
-0.9950532262821223 	 0.5014 	 0.471 	 -2.715 	 -2.244
-0.9951026940193011 	 0.5014 	 0.131 	 -0.64 	 -0.509
-0.9951516670791081 	 0.5014 	 0.361 	 -0.407 	 -0.046
-0.995200150408317 	 0.5014 	 0.505 	 -1.96 	 -1.455
-0.9952481489042339 	 0.5014 	 0.23 	 -0.772 	 -0.542
-0.9952956674151915 	 0.5014 	 0.323 	 2.426 	 2.749
-0.9953427107410395 	 0.5014 	 0.172 	 -0.959 	 -0.787
-0.9953892836336291 	 0.5014 	 0.139 	 -1.66 	 -1.521
-0.9954353907972928 	 0.5014 	 0.691 	 2.858 	 3.549
-0.9954810368893199 	 0.5014 	 0.007 	 -0.45 	 -0.443
-0.9955262265204267 	 0.5014 	 0.681 	 -3.774 	 -3.093
-0.9955709642552224 	 0.5014 	 0.26 	 3.39 	 3.65
-0.9956152546126702 	 0.5014 	 0.023 	 -1.18 	 -1.158
-0.9956591020665435 	 0.5014 	 0.348 	 0.564 	 0.911
-0.995702511045878 	 0.5014 	 0.374 	 -2.118 	 -1.743
-0.9957454859354192 	 0.5014 	 0.054 	 -0.748 	 -0.694
-0.9957880310760651 	 0.5014 	 0.173 	 2.804 	 2.978
-0.9958301507653045 	 0.5014 	 0.403 	 -2.995 	 -2.591
-0.9958718492576514 	 0.5014 	 0.446 	 0.819 	 1.265
-0.9959131307650748 	 0.5014 	 0.485 	 6.089 	 6.574
-0.995953999457424 	 0.5014 	 0.705 	 -2.312 	 -1.608
-0.9959944594628498 	 0.5014 	 0.016 	 -0.672 	 -0.655
-0.9960345148682214 	 0.5014 	 0.277 	 -2.394 	 -2.118
-0.9960741697195391 	 0.5014 	 0.334 	 3.071 	 3.405
-0.9961134280223437 	 0.5014 	 0.015 	 -1.224 	 -1.209
-0.9961522937421202 	 0.5014 	 0.186 	 0.252 	 0.438
-0.996190770804699 	 0.5014 	 0.516 	 -0.811 	 -0.294
-0.996228863096652 	 0.5014 	 0.062 	 -0.837 	 -0.775
-0.9962665744656856 	 0.5014 	 0.081 	 -1.445 	 -1.364
-0.9963039087210287 	 0.5014 	 0.126 	 0.543 	 0.669
-0.9963408696338184 	 0.5014 	 0.48 	 -2.86 	 -2.381
-0.9963774609374803 	 0.5014 	 0.284 	 4.048 	 4.332
-0.9964136863281055 	 0.5014 	 0.644 	 0.466 	 1.11
-0.9964495494648244 	 0.5014 	 0.442 	 -1.509 	 -1.066
-0.9964850539701762 	 0.5014 	 0.07 	 0.429 	 0.499
-0.9965202034304744 	 0.5014 	 0.031 	 0.47 	 0.501
-0.9965550013961697 	 0.5014 	 0.45 	 -2.568 	 -2.118
-0.996589451382208 	 0.5014 	 0.09 	 1.508 	 1.598
-0.9966235568683859 	 0.5014 	 0.806 	 2.746 	 3.552
-0.9966573212997021 	 0.5014 	 0.185 	 1.643 	 1.827
-0.9966907480867051 	 0.5014 	 0.1 	 -1.17 	 -1.07
-0.9967238406058381 	 0.5014 	 0.61 	 -2.15 	 -1.54
-0.9967566021997797 	 0.5014 	 0.496 	 -2.101 	 -1.605
-0.9967890361777819 	 0.5014 	 0.459 	 -0.495 	 -0.036
-0.9968211458160041 	 0.5014 	 0.27 	 1.956 	 2.226
-0.9968529343578441 	 0.5014 	 0.355 	 1.681 	 2.036
-0.9968844050142656 	 0.5014 	 0.336 	 0.235 	 0.571
-0.9969155609641229 	 0.5014 	 0.42 	 -1.499 	 -1.079
-0.9969464053544816 	 0.5014 	 0.399 	 0.708 	 1.107
-0.9969769413009368 	 0.5014 	 0.492 	 -1.243 	 -0.751
-0.9970071718879274 	 0.5014 	 0.112 	 -1.579 	 -1.468
-0.9970371001690481 	 0.5014 	 0.422 	 -3.22 	 -2.798
-0.9970667291673576 	 0.5014 	 0.314 	 -2.784 	 -2.47
-0.997096061875684 	 0.5014 	 0.349 	 -1.764 	 -1.415
-0.9971251012569272 	 0.5014 	 0.596 	 -2.873 	 -2.277
-0.997153850244358 	 0.5014 	 0.565 	 -3.388 	 -2.823
-0.9971823117419144 	 0.5014 	 0.521 	 3.677 	 4.198
-0.9972104886244952 	 0.5014 	 0.133 	 -0.404 	 -0.271
-0.9972383837382502 	 0.5014 	 0.157 	 -0.118 	 0.039
-0.9972659999008677 	 0.5014 	 0.313 	 2.694 	 3.007
-0.9972933399018591 	 0.5014 	 0.499 	 -2.842 	 -2.343
-0.9973204065028405 	 0.5014 	 0.144 	 1.439 	 1.583
-0.997347202437812 	 0.5014 	 0.603 	 5.01 	 5.613
-0.9973737304134339 	 0.5014 	 0.262 	 1.503 	 1.765
-0.9973999931092996 	 0.5014 	 0.58 	 2.955 	 3.535
-0.9974259931782066 	 0.5014 	 0.321 	 2.59 	 2.912
-0.9974517332464246 	 0.5014 	 0.984 	 6.013 	 6.998
-0.9974772159139603 	 0.5014 	 0.257 	 -0.39 	 -0.134
-0.9975024437548207 	 0.5014 	 0.386 	 -3.965 	 -3.579
-0.9975274193172725 	 0.5014 	 0.684 	 -5.675 	 -4.991
-0.9975521451240998 	 0.5014 	 0.596 	 -1.804 	 -1.208
-0.9975766236728588 	 0.5014 	 0.605 	 -2.147 	 -1.542
-0.9976008574361303 	 0.5014 	 0.603 	 -1.098 	 -0.496
-0.9976248488617689 	 0.5014 	 0.591 	 -2.394 	 -1.802
